"id","name","combat_level","wiki_url"
1382,"Camp dweller",31,"https://oldschool.runescape.wiki/w/Camp_dweller#Level_31_(4)"
1383,"Camp dweller",25,"https://oldschool.runescape.wiki/w/Camp_dweller#Level_25"
1408,"Dwarf",7,"https://oldschool.runescape.wiki/w/Dwarf#Level_7"
1409,"Black Guard",25,"https://oldschool.runescape.wiki/w/Black_Guard#Level_25"
1429,"Foreman",23,"https://oldschool.runescape.wiki/w/Foreman"
1443,"Jungle Demon",195,"https://oldschool.runescape.wiki/w/Jungle_Demon#Normal"
1447,"Pirate",23,"https://oldschool.runescape.wiki/w/Pirate#Port_Sarim"
1448,"Thief",16,"https://oldschool.runescape.wiki/w/Thief#Port_Sarim_Jail"
1475,"Chompy bird",6,"https://oldschool.runescape.wiki/w/Chompy_bird"
1494,"Kebbit",13,"https://oldschool.runescape.wiki/w/Kebbit"
1537,"Skeleton hero",149,"https://oldschool.runescape.wiki/w/Skeleton_hero"
1538,"Skeleton brute",132,"https://oldschool.runescape.wiki/w/Skeleton_brute"
1539,"Skeleton warlord",132,"https://oldschool.runescape.wiki/w/Skeleton_warlord"
1540,"Skeleton heavy",132,"https://oldschool.runescape.wiki/w/Skeleton_heavy"
1541,"Skeleton thug",132,"https://oldschool.runescape.wiki/w/Skeleton_thug"
1546,"Guard",21,"https://oldschool.runescape.wiki/w/Guard#Port_Sarim"
1556,"Fire wizard",13,"https://oldschool.runescape.wiki/w/Fire_wizard"
1557,"Water wizard",13,"https://oldschool.runescape.wiki/w/Water_wizard"
1558,"Earth wizard",13,"https://oldschool.runescape.wiki/w/Earth_wizard"
1559,"Air wizard",13,"https://oldschool.runescape.wiki/w/Air_wizard"
1610,"Battle mage",54,"https://oldschool.runescape.wiki/w/Battle_mage#Zamorak"
1611,"Battle mage",54,"https://oldschool.runescape.wiki/w/Battle_mage#Saradomin"
1612,"Battle mage",54,"https://oldschool.runescape.wiki/w/Battle_mage#Guthix"
1672,"Ahrim the Blighted",98,"https://oldschool.runescape.wiki/w/Ahrim_the_Blighted"
1673,"Dharok the Wretched",115,"https://oldschool.runescape.wiki/w/Dharok_the_Wretched"
1674,"Guthan the Infested",115,"https://oldschool.runescape.wiki/w/Guthan_the_Infested"
1675,"Karil the Tainted",98,"https://oldschool.runescape.wiki/w/Karil_the_Tainted"
1676,"Torag the Corrupted",115,"https://oldschool.runescape.wiki/w/Torag_the_Corrupted"
1677,"Verac the Defiled",115,"https://oldschool.runescape.wiki/w/Verac_the_Defiled"
1679,"Crypt rat",43,"https://oldschool.runescape.wiki/w/Crypt_rat"
1680,"Giant crypt rat",76,"https://oldschool.runescape.wiki/w/Giant_crypt_rat"
1685,"Skeleton",77,"https://oldschool.runescape.wiki/w/Skeleton_(Barrows)"
1777,"Double agent",65,"https://oldschool.runescape.wiki/w/Double_agent#Level_65"
1778,"Double agent",108,"https://oldschool.runescape.wiki/w/Double_agent#Level_108"
1782,"Scarab swarm",98,"https://oldschool.runescape.wiki/w/Scarab_swarm#Pyramid_Plunder"
1792,"Goat",23,"https://oldschool.runescape.wiki/w/Goat#Brown"
1794,"Billy Goat",33,"https://oldschool.runescape.wiki/w/Billy_Goat#Brown"
1795,"Goat",23,"https://oldschool.runescape.wiki/w/Goat#Tan"
1797,"Billy Goat",33,"https://oldschool.runescape.wiki/w/Billy_Goat#Tan"
1798,"White Knight",36,"https://oldschool.runescape.wiki/w/White_Knight#Initiate"
1799,"White Knight",38,"https://oldschool.runescape.wiki/w/White_Knight#Proselyte"
1800,"White Knight",39,"https://oldschool.runescape.wiki/w/White_Knight#Acolyte"
1829,"White Knight",42,"https://oldschool.runescape.wiki/w/White_Knight#Partisan"
1834,"Gorak",145,"https://oldschool.runescape.wiki/w/Gorak#Level_145"
1838,"Duck",1,"https://oldschool.runescape.wiki/w/Duck#Male"
1839,"Duck",1,"https://oldschool.runescape.wiki/w/Duck#Female"
1845,"Stag",15,"https://oldschool.runescape.wiki/w/Stag"
1852,"Rabbit",1,"https://oldschool.runescape.wiki/w/Rabbit#Enchanted_Valley"
1861,"Tree spirit",14,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_14"
1862,"Tree spirit",29,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_29"
1863,"Tree spirit",49,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_49"
1864,"Tree spirit",79,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_79"
1865,"Tree spirit",120,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_120"
1866,"Tree spirit",159,"https://oldschool.runescape.wiki/w/Tree_spirit#Level_159"
1870,"Evil Chicken",159,"https://oldschool.runescape.wiki/w/Evil_Chicken_(Recipe_for_Disaster)#Normal"
1871,"Baby black dragon",83,"https://oldschool.runescape.wiki/w/Baby_black_dragon"
1877,"Ice troll grunt",100,"https://oldschool.runescape.wiki/w/Ice_troll_grunt#Regular"
2005,"Lesser demon",82,"https://oldschool.runescape.wiki/w/Lesser_demon#Level_82"
2025,"Greater demon",92,"https://oldschool.runescape.wiki/w/Greater_demon#Level_92"
2042,"Zulrah",725,"https://oldschool.runescape.wiki/w/Zulrah#Serpentine"
2043,"Zulrah",725,"https://oldschool.runescape.wiki/w/Zulrah#Magma"
2044,"Zulrah",725,"https://oldschool.runescape.wiki/w/Zulrah#Tanzanite"
2054,"Chaos Elemental",305,"https://oldschool.runescape.wiki/w/Chaos_Elemental#Normal"
2056,"Dark wizard",23,"https://oldschool.runescape.wiki/w/Dark_wizard#Level_23"
2057,"Dark wizard",22,"https://oldschool.runescape.wiki/w/Dark_wizard#Level_22"
2058,"Dark wizard",11,"https://oldschool.runescape.wiki/w/Dark_wizard#Level_11"
2062,"Oomlie bird",46,"https://oldschool.runescape.wiki/w/Oomlie_bird"
2064,"Terrorbird",28,"https://oldschool.runescape.wiki/w/Terrorbird"
2067,"Mounted terrorbird gnome",31,"https://oldschool.runescape.wiki/w/Mounted_terrorbird_gnome#Level_31"
2068,"Mounted terrorbird gnome",49,"https://oldschool.runescape.wiki/w/Mounted_terrorbird_gnome#Level_49"
2075,"Fire giant",86,"https://oldschool.runescape.wiki/w/Fire_giant#Level_86"
2085,"Ice giant",53,"https://oldschool.runescape.wiki/w/Ice_giant#Level_53"
2090,"Moss giant",42,"https://oldschool.runescape.wiki/w/Moss_giant#Level_42"
2094,"Jogre",53,"https://oldschool.runescape.wiki/w/Jogre#Normal"
2097,"Cyclops",56,"https://oldschool.runescape.wiki/w/Cyclops#Level_56_(Ardougne_Zoo)"
2098,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#1"
2099,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#2"
2100,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#3"
2101,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#4"
2102,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#5"
2103,"Hill Giant",28,"https://oldschool.runescape.wiki/w/Hill_Giant#6"
2120,"Market Guard",20,"https://oldschool.runescape.wiki/w/Market_Guard_(Draynor)"
2137,"Cyclops",106,"https://oldschool.runescape.wiki/w/Cyclops#Level_106_(Warriors'_Guild_Basement)"
2145,"Undead Druid",105,"https://oldschool.runescape.wiki/w/Undead_Druid"
2161,"TzHaar-Hur",74,"https://oldschool.runescape.wiki/w/TzHaar-Hur"
2167,"TzHaar-Xil",133,"https://oldschool.runescape.wiki/w/TzHaar-Xil#Knife"
2168,"TzHaar-Xil",133,"https://oldschool.runescape.wiki/w/TzHaar-Xil#Sword"
2169,"TzHaar-Xil",133,"https://oldschool.runescape.wiki/w/TzHaar-Xil#Ring"
2173,"TzHaar-Ket",149,"https://oldschool.runescape.wiki/w/TzHaar-Ket#Level_149"
2205,"Commander Zilyana",596,"https://oldschool.runescape.wiki/w/Commander_Zilyana#Normal"
2206,"Starlight",149,"https://oldschool.runescape.wiki/w/Starlight"
2207,"Growler",139,"https://oldschool.runescape.wiki/w/Growler"
2208,"Bree",146,"https://oldschool.runescape.wiki/w/Bree"
2209,"Saradomin priest",113,"https://oldschool.runescape.wiki/w/Saradomin_priest"
2210,"Spiritual warrior",125,"https://oldschool.runescape.wiki/w/Spiritual_warrior#Saradomin"
2211,"Spiritual ranger",122,"https://oldschool.runescape.wiki/w/Spiritual_ranger#Saradomin"
2212,"Spiritual mage",120,"https://oldschool.runescape.wiki/w/Spiritual_mage#Saradomin"
2213,"Knight of Saradomin",103,"https://oldschool.runescape.wiki/w/Knight_of_Saradomin#Level_103"
2214,"Knight of Saradomin",101,"https://oldschool.runescape.wiki/w/Knight_of_Saradomin#Level_101"
2215,"General Graardor",624,"https://oldschool.runescape.wiki/w/General_Graardor#Normal"
2216,"Sergeant Strongstack",141,"https://oldschool.runescape.wiki/w/Sergeant_Strongstack"
2217,"Sergeant Steelwill",142,"https://oldschool.runescape.wiki/w/Sergeant_Steelwill"
2218,"Sergeant Grimspike",142,"https://oldschool.runescape.wiki/w/Sergeant_Grimspike"
2233,"Ogre",58,"https://oldschool.runescape.wiki/w/Ogre#Level_58"
2234,"Jogre",58,"https://oldschool.runescape.wiki/w/Jogre#GWD"
2235,"Cyclops",81,"https://oldschool.runescape.wiki/w/Cyclops#Level_81_(God_Wars_Dungeon)"
2237,"Ork",107,"https://oldschool.runescape.wiki/w/Ork"
2241,"Hobgoblin",47,"https://oldschool.runescape.wiki/w/Hobgoblin#Level_47"
2242,"Spiritual ranger",115,"https://oldschool.runescape.wiki/w/Spiritual_ranger#Bandos"
2243,"Spiritual warrior",134,"https://oldschool.runescape.wiki/w/Spiritual_warrior#Bandos"
2244,"Spiritual mage",121,"https://oldschool.runescape.wiki/w/Spiritual_mage#Bandos"
2245,"Goblin",17,"https://oldschool.runescape.wiki/w/Goblin_(God_Wars_Dungeon)#Level_17"
2246,"Goblin",12,"https://oldschool.runescape.wiki/w/Goblin_(God_Wars_Dungeon)#Level_12"
2247,"Goblin",12,"https://oldschool.runescape.wiki/w/Goblin_(God_Wars_Dungeon)#Level_12_(banner)"
2248,"Goblin",15,"https://oldschool.runescape.wiki/w/Goblin_(God_Wars_Dungeon)#Level_15"
2249,"Goblin",13,"https://oldschool.runescape.wiki/w/Goblin_(God_Wars_Dungeon)#Level_13"
2261,"Giant Rock Crab",137,"https://oldschool.runescape.wiki/w/Giant_Rock_Crab#1"
2264,"Dagannoth fledgeling",70,"https://oldschool.runescape.wiki/w/Dagannoth_fledgeling"
2265,"Dagannoth Supreme",303,"https://oldschool.runescape.wiki/w/Dagannoth_Supreme#Normal"
2266,"Dagannoth Prime",303,"https://oldschool.runescape.wiki/w/Dagannoth_Prime#Normal"
2267,"Dagannoth Rex",303,"https://oldschool.runescape.wiki/w/Dagannoth_Rex#Normal"
2316,"Guard",26,"https://oldschool.runescape.wiki/w/Guard_(Cave_goblin)#Bone_club"
2317,"Guard",24,"https://oldschool.runescape.wiki/w/Guard_(Cave_goblin)#Bone_spear"
2450,"Animated Bronze Armour",11,"https://oldschool.runescape.wiki/w/Animated_Bronze_Armour"
2451,"Animated Iron Armour",23,"https://oldschool.runescape.wiki/w/Animated_Iron_Armour"
2452,"Animated Steel Armour",46,"https://oldschool.runescape.wiki/w/Animated_Steel_Armour"
2453,"Animated Black Armour",69,"https://oldschool.runescape.wiki/w/Animated_Black_Armour"
2454,"Animated Mithril Armour",92,"https://oldschool.runescape.wiki/w/Animated_Mithril_Armour"
2455,"Animated Adamant Armour",113,"https://oldschool.runescape.wiki/w/Animated_Adamant_Armour"
2456,"Animated Rune Armour",138,"https://oldschool.runescape.wiki/w/Animated_Rune_Armour"
2463,"Cyclops",56,"https://oldschool.runescape.wiki/w/Cyclops#Level_56_(Warriors'_Guild)"
2464,"Cyclops",76,"https://oldschool.runescape.wiki/w/Cyclops#Level_76_(Warriors'_Guild)"
2474,"Catablepon",49,"https://oldschool.runescape.wiki/w/Catablepon#Level_49"
2475,"Catablepon",64,"https://oldschool.runescape.wiki/w/Catablepon#Level_64"
2476,"Catablepon",68,"https://oldschool.runescape.wiki/w/Catablepon#Level_68"
2477,"Giant spider",50,"https://oldschool.runescape.wiki/w/Giant_spider#Level_50"
2478,"Spider",24,"https://oldschool.runescape.wiki/w/Spider#Stronghold_of_Security"
2479,"Scorpion",59,"https://oldschool.runescape.wiki/w/Scorpion#Level_59"
2480,"Scorpion",37,"https://oldschool.runescape.wiki/w/Scorpion#Level_37"
2481,"Minotaur",12,"https://oldschool.runescape.wiki/w/Minotaur#Level_12"
2482,"Minotaur",19,"https://oldschool.runescape.wiki/w/Minotaur#Level_12"
2483,"Minotaur",27,"https://oldschool.runescape.wiki/w/Minotaur#Level_27"
2484,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(Vault_of_War)#Level_5"
2485,"Goblin",13,"https://oldschool.runescape.wiki/w/Goblin_(Vault_of_War)#Level_13"
2486,"Goblin",11,"https://oldschool.runescape.wiki/w/Goblin_(Vault_of_War)#Level_11"
2487,"Goblin",16,"https://oldschool.runescape.wiki/w/Goblin_(Vault_of_War)#Level_16"
2488,"Goblin",25,"https://oldschool.runescape.wiki/w/Goblin_(Vault_of_War)#Level_25"
2490,"Wolf",14,"https://oldschool.runescape.wiki/w/Wolf#Level_14"
2491,"Wolf",11,"https://oldschool.runescape.wiki/w/Wolf#Level_11"
2492,"Rat",1,"https://oldschool.runescape.wiki/w/Rat#Level_1_(SoS)"
2498,"Flesh Crawler",28,"https://oldschool.runescape.wiki/w/Flesh_Crawler#Level_28"
2499,"Flesh Crawler",35,"https://oldschool.runescape.wiki/w/Flesh_Crawler#Level_35"
2500,"Flesh Crawler",41,"https://oldschool.runescape.wiki/w/Flesh_Crawler#Level_41"
2501,"Zombie",30,"https://oldschool.runescape.wiki/w/Zombie#Level_30"
2504,"Zombie",44,"https://oldschool.runescape.wiki/w/Zombie#Level_44"
2507,"Zombie",53,"https://oldschool.runescape.wiki/w/Zombie#Level_53"
2510,"Giant rat",26,"https://oldschool.runescape.wiki/w/Giant_rat#Level_26"
2514,"Ankou",75,"https://oldschool.runescape.wiki/w/Ankou#Level_75"
2515,"Ankou",82,"https://oldschool.runescape.wiki/w/Ankou#Level_82"
2516,"Ankou",86,"https://oldschool.runescape.wiki/w/Ankou#Level_86"
2520,"Skeleton",68,"https://oldschool.runescape.wiki/w/Skeleton#Level_68"
2521,"Skeleton",60,"https://oldschool.runescape.wiki/w/Skeleton#Level_60"
2524,"Skeleton",85,"https://oldschool.runescape.wiki/w/Skeleton#Level_85"
2527,"Ghost",77,"https://oldschool.runescape.wiki/w/Ghost#Level_77"
2531,"Ghost",76,"https://oldschool.runescape.wiki/w/Ghost#Level_76"
2536,"H.A.M. Guard",12,"https://oldschool.runescape.wiki/w/H.A.M._Guard#Level_12"
2537,"H.A.M. Guard",18,"https://oldschool.runescape.wiki/w/H.A.M._Guard#Level_18"
2538,"H.A.M. Guard",22,"https://oldschool.runescape.wiki/w/H.A.M._Guard#Level_22"
2579,"Monk",5,"https://oldschool.runescape.wiki/w/Monk#Level_5"
2584,"Abyssal leech",41,"https://oldschool.runescape.wiki/w/Abyssal_leech"
2585,"Abyssal guardian",59,"https://oldschool.runescape.wiki/w/Abyssal_guardian"
2586,"Abyssal walker",81,"https://oldschool.runescape.wiki/w/Abyssal_walker"
2592,"Mogre",60,"https://oldschool.runescape.wiki/w/Mogre"
2593,"Werewolf",88,"https://oldschool.runescape.wiki/w/Werewolf#Level_88"
2613,"Boris",24,"https://oldschool.runescape.wiki/w/Boris"
2614,"Imre",24,"https://oldschool.runescape.wiki/w/Imre"
2615,"Yuri",24,"https://oldschool.runescape.wiki/w/Yuri"
2616,"Joseph",24,"https://oldschool.runescape.wiki/w/Joseph"
2617,"Nikolai",24,"https://oldschool.runescape.wiki/w/Nikolai"
2618,"Eduard",24,"https://oldschool.runescape.wiki/w/Eduard"
2619,"Lev",24,"https://oldschool.runescape.wiki/w/Lev"
2620,"Georgy",24,"https://oldschool.runescape.wiki/w/Georgy"
2621,"Svetlana",24,"https://oldschool.runescape.wiki/w/Svetlana"
2622,"Irina",24,"https://oldschool.runescape.wiki/w/Irina"
2623,"Alexis",24,"https://oldschool.runescape.wiki/w/Alexis"
2624,"Milla",24,"https://oldschool.runescape.wiki/w/Milla"
2625,"Galina",24,"https://oldschool.runescape.wiki/w/Galina"
2626,"Sofiya",24,"https://oldschool.runescape.wiki/w/Sofiya"
2627,"Ksenia",24,"https://oldschool.runescape.wiki/w/Ksenia"
2628,"Yadviga",24,"https://oldschool.runescape.wiki/w/Yadviga"
2629,"Nikita",24,"https://oldschool.runescape.wiki/w/Nikita"
2630,"Vera",24,"https://oldschool.runescape.wiki/w/Vera"
2631,"Zoja",24,"https://oldschool.runescape.wiki/w/Zoja"
2632,"Liliya",24,"https://oldschool.runescape.wiki/w/Liliya"
2634,"Myre Blamish Snail",9,"https://oldschool.runescape.wiki/w/Myre_Blamish_Snail#Round"
2645,"Blood Blamish Snail",20,"https://oldschool.runescape.wiki/w/Blood_Blamish_Snail#Round"
2646,"Ochre Blamish Snail",10,"https://oldschool.runescape.wiki/w/Ochre_Blamish_Snail#Round"
2647,"Bruise Blamish Snail",20,"https://oldschool.runescape.wiki/w/Bruise_Blamish_Snail#Round"
2648,"Bark Blamish Snail",15,"https://oldschool.runescape.wiki/w/Bark_Blamish_Snail"
2649,"Myre Blamish Snail",10,"https://oldschool.runescape.wiki/w/Myre_Blamish_Snail#Pointed"
2650,"Blood Blamish Snail",20,"https://oldschool.runescape.wiki/w/Blood_Blamish_Snail#Pointed"
2651,"Ochre Blamish Snail",15,"https://oldschool.runescape.wiki/w/Ochre_Blamish_Snail#Pointed"
2652,"Bruise Blamish Snail",20,"https://oldschool.runescape.wiki/w/Bruise_Blamish_Snail#Pointed"
2790,"Cow",2,"https://oldschool.runescape.wiki/w/Cow#1"
2791,"Cow",2,"https://oldschool.runescape.wiki/w/Cow#2"
2792,"Cow calf",2,"https://oldschool.runescape.wiki/w/Cow_calf#1"
2793,"Cow",2,"https://oldschool.runescape.wiki/w/Cow#3"
2794,"Cow calf",2,"https://oldschool.runescape.wiki/w/Cow_calf#2"
2795,"Cow",2,"https://oldschool.runescape.wiki/w/Cow#Isle_of_Souls"
2801,"Cow calf",2,"https://oldschool.runescape.wiki/w/Cow_calf#Farmland"
2804,"Chicken",1,"https://oldschool.runescape.wiki/w/Chicken#Falador_Farm"
2827,"Bat",6,"https://oldschool.runescape.wiki/w/Bat"
2834,"Giant bat",27,"https://oldschool.runescape.wiki/w/Giant_bat#Normal"
2836,"Golem",55,"https://oldschool.runescape.wiki/w/Golem"
2837,"Unicorn",15,"https://oldschool.runescape.wiki/w/Unicorn"
2838,"Grizzly bear",21,"https://oldschool.runescape.wiki/w/Grizzly_bear#Level_21"
2839,"Black bear",19,"https://oldschool.runescape.wiki/w/Black_bear"
2840,"Earth warrior",51,"https://oldschool.runescape.wiki/w/Earth_warrior"
2841,"Ice warrior",57,"https://oldschool.runescape.wiki/w/Ice_warrior"
2843,"Otherworldly being",64,"https://oldschool.runescape.wiki/w/Otherworldly_being"
2844,"Magic axe",42,"https://oldschool.runescape.wiki/w/Magic_axe#Normal"
2845,"Snake",5,"https://oldschool.runescape.wiki/w/Snake"
2849,"Black unicorn",27,"https://oldschool.runescape.wiki/w/Black_unicorn"
2853,"Shadow warrior",48,"https://oldschool.runescape.wiki/w/Shadow_warrior"
2854,"Rat",1,"https://oldschool.runescape.wiki/w/Rat#Level_1"
2856,"Giant rat",3,"https://oldschool.runescape.wiki/w/Giant_rat#Level_3"
2862,"Giant rat",6,"https://oldschool.runescape.wiki/w/Giant_rat#Level_6"
2865,"Dungeon rat",12,"https://oldschool.runescape.wiki/w/Dungeon_rat#Large"
2911,"Carnivorous chinchompa",2,"https://oldschool.runescape.wiki/w/Carnivorous_chinchompa"
2916,"Waterfiend",115,"https://oldschool.runescape.wiki/w/Waterfiend#Normal"
2917,"Waterfiend",115,"https://oldschool.runescape.wiki/w/Waterfiend#Slayer_task"
2918,"Brutal green dragon",227,"https://oldschool.runescape.wiki/w/Brutal_green_dragon"
2919,"Mithril dragon",304,"https://oldschool.runescape.wiki/w/Mithril_dragon"
2920,"Confused barbarian",132,"https://oldschool.runescape.wiki/w/Confused_barbarian"
2921,"Lost barbarian",132,"https://oldschool.runescape.wiki/w/Lost_barbarian"
2946,"Nail beast",69,"https://oldschool.runescape.wiki/w/Nail_beast#Level_69"
2947,"Nail beast",98,"https://oldschool.runescape.wiki/w/Nail_beast#Level_98"
2948,"Nail beast",141,"https://oldschool.runescape.wiki/w/Nail_beast#Level_141"
2954,"Zamorak wizard",65,"https://oldschool.runescape.wiki/w/Zamorak_wizard"
2955,"Saradomin wizard",108,"https://oldschool.runescape.wiki/w/Saradomin_wizard"
2978,"Big Snake",84,"https://oldschool.runescape.wiki/w/Big_Snake"
2992,"Undead cow",2,"https://oldschool.runescape.wiki/w/Undead_cow"
2993,"Undead chicken",1,"https://oldschool.runescape.wiki/w/Undead_chicken"
2994,"Giant lobster",32,"https://oldschool.runescape.wiki/w/Giant_lobster_(Ghosts_Ahoy)"
2999,"Tortured soul",59,"https://oldschool.runescape.wiki/w/Tortured_soul"
3010,"Guard",21,"https://oldschool.runescape.wiki/w/Guard#Varrock"
3014,"Man",2,"https://oldschool.runescape.wiki/w/Man#Blue_Moon_Inn"
3015,"Woman",2,"https://oldschool.runescape.wiki/w/Woman#Varrock"
3016,"Shadow spider",52,"https://oldschool.runescape.wiki/w/Shadow_spider"
3017,"Giant spider",2,"https://oldschool.runescape.wiki/w/Giant_spider#Level_2"
3018,"Giant spider",27,"https://oldschool.runescape.wiki/w/Giant_spider#Level_27"
3019,"Spider",1,"https://oldschool.runescape.wiki/w/Spider#Common"
3020,"Jungle spider",44,"https://oldschool.runescape.wiki/w/Jungle_spider"
3021,"Deadly red spider",34,"https://oldschool.runescape.wiki/w/Deadly_red_spider"
3022,"Ice spider",61,"https://oldschool.runescape.wiki/w/Ice_spider#Normal"
3023,"Poison spider",64,"https://oldschool.runescape.wiki/w/Poison_spider#Level_64"
3024,"Scorpion",14,"https://oldschool.runescape.wiki/w/Scorpion#Level_14"
3025,"Poison Scorpion",20,"https://oldschool.runescape.wiki/w/Poison_Scorpion"
3026,"Pit Scorpion",28,"https://oldschool.runescape.wiki/w/Pit_Scorpion"
3027,"King Scorpion",32,"https://oldschool.runescape.wiki/w/King_Scorpion"
3028,"Goblin",2,"https://oldschool.runescape.wiki/w/Goblin#Level_2"
3045,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin#Level_5"
3046,"Goblin",13,"https://oldschool.runescape.wiki/w/Goblin#Level_13"
3047,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(historical)#Red_(updated)"
3048,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(historical)#Green_(updated)"
3049,"Hobgoblin",28,"https://oldschool.runescape.wiki/w/Hobgoblin#Level_28"
3050,"Hobgoblin",42,"https://oldschool.runescape.wiki/w/Hobgoblin#Level_42"
3055,"Barbarian",17,"https://oldschool.runescape.wiki/w/Barbarian#Level_17_(Alberich)"
3056,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Fafner)"
3057,"Barbarian",17,"https://oldschool.runescape.wiki/w/Barbarian#Level_17_(Fasolt)"
3058,"Barbarian",17,"https://oldschool.runescape.wiki/w/Barbarian#Level_17_(Siegmund)"
3059,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Siegfried)"
3060,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Lydspor)"
3061,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Hagen)"
3062,"Barbarian",17,"https://oldschool.runescape.wiki/w/Barbarian#Level_17_(Minarch)"
3064,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Wotan)"
3065,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Acelin)"
3066,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Adelino)"
3067,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Adolpho)"
3068,"Barbarian",15,"https://oldschool.runescape.wiki/w/Barbarian#Level_15_(Aitan)"
3069,"Barbarian",17,"https://oldschool.runescape.wiki/w/Barbarian#Level_17_(Brunnhilde)"
3070,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Gutrune)"
3071,"Barbarian",10,"https://oldschool.runescape.wiki/w/Barbarian#Level_10_(Edelschwarz)"
3072,"Barbarian",9,"https://oldschool.runescape.wiki/w/Barbarian#Level_9_(Sieglinde)"
3106,"Man",2,"https://oldschool.runescape.wiki/w/Man#Blue"
3107,"Man",2,"https://oldschool.runescape.wiki/w/Man#Red"
3108,"Man",2,"https://oldschool.runescape.wiki/w/Man#Green"
3109,"Man",2,"https://oldschool.runescape.wiki/w/Man#Backpack"
3110,"Man",2,"https://oldschool.runescape.wiki/w/Man#Backpack_(Musa_Point)"
3111,"Woman",2,"https://oldschool.runescape.wiki/w/Woman#Purple"
3112,"Woman",2,"https://oldschool.runescape.wiki/w/Woman#Brown"
3113,"Woman",2,"https://oldschool.runescape.wiki/w/Woman#Red"
3114,"Farmer",7,"https://oldschool.runescape.wiki/w/Farmer"
3127,"TzTok-Jad",702,"https://oldschool.runescape.wiki/w/TzTok-Jad#Normal"
3129,"K'ril Tsutsaroth",650,"https://oldschool.runescape.wiki/w/K'ril_Tsutsaroth#Normal"
3130,"Tstanon Karlak",145,"https://oldschool.runescape.wiki/w/Tstanon_Karlak"
3131,"Zakl'n Gritch",142,"https://oldschool.runescape.wiki/w/Zakl'n_Gritch"
3132,"Balfrug Kreeyath",151,"https://oldschool.runescape.wiki/w/Balfrug_Kreeyath"
3133,"Hellhound",127,"https://oldschool.runescape.wiki/w/Hellhound#Level_127"
3134,"Imp",7,"https://oldschool.runescape.wiki/w/Imp#GWD"
3135,"Werewolf",93,"https://oldschool.runescape.wiki/w/Werewolf#Level_93"
3137,"Feral Vampyre",77,"https://oldschool.runescape.wiki/w/Feral_Vampyre#Level_77"
3138,"Bloodveld",81,"https://oldschool.runescape.wiki/w/Bloodveld#God_Wars"
3139,"Pyrefiend",48,"https://oldschool.runescape.wiki/w/Pyrefiend#GWD"
3140,"Icefiend",18,"https://oldschool.runescape.wiki/w/Icefiend#Level_18"
3141,"Gorak",149,"https://oldschool.runescape.wiki/w/Gorak#Level_149"
3159,"Spiritual warrior",115,"https://oldschool.runescape.wiki/w/Spiritual_warrior#Zamorak"
3160,"Spiritual ranger",118,"https://oldschool.runescape.wiki/w/Spiritual_ranger#Zamorak"
3161,"Spiritual mage",121,"https://oldschool.runescape.wiki/w/Spiritual_mage#Zamorak"
3162,"Kree'arra",580,"https://oldschool.runescape.wiki/w/Kree'arra#Normal"
3163,"Wingman Skree",143,"https://oldschool.runescape.wiki/w/Wingman_Skree"
3164,"Flockleader Geerin",149,"https://oldschool.runescape.wiki/w/Flockleader_Geerin"
3165,"Flight Kilisa",159,"https://oldschool.runescape.wiki/w/Flight_Kilisa"
3166,"Spiritual warrior",123,"https://oldschool.runescape.wiki/w/Spiritual_warrior#Armadyl"
3167,"Spiritual ranger",127,"https://oldschool.runescape.wiki/w/Spiritual_ranger#Armadyl"
3168,"Spiritual mage",122,"https://oldschool.runescape.wiki/w/Spiritual_mage#Armadyl"
3169,"Aviansie",69,"https://oldschool.runescape.wiki/w/Aviansie#Level_69"
3170,"Aviansie",79,"https://oldschool.runescape.wiki/w/Aviansie#Level_79_(1)"
